2025-02-04 14:18:19.106 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-02-04 14:18:19.122 | INFO     | __main__:<module>:50 - Project root: C:\Users\A2645055\source\repos\44671\buzzline-04-uma
2025-02-04 14:18:19.122 | INFO     | __main__:<module>:54 - Data folder: C:\Users\A2645055\source\repos\44671\buzzline-04-uma\data
2025-02-04 14:18:19.122 | INFO     | __main__:<module>:58 - Data file: C:\Users\A2645055\source\repos\44671\buzzline-04-uma\data\buzz_live.json
2025-02-04 14:18:19.122 | INFO     | __main__:main:125 - START producer...
2025-02-04 14:18:19.122 | INFO     | __main__:main:126 - Hit CTRL c (or CMD c) to close.
2025-02-04 14:18:19.122 | INFO     | __main__:get_message_interval:40 - Message interval: 3 seconds
2025-02-04 14:18:19.122 | INFO     | __main__:main:134 - {'message': 'I just tried a meme! It was amazing.', 'author': 'Charlie'}
2025-02-04 14:18:22.131 | INFO     | __main__:main:134 - {'message': 'I just shared a movie! It was funny.', 'author': 'Bob'}
2025-02-04 14:18:25.134 | INFO     | __main__:main:134 - {'message': 'I just tried a trick! It was weird.', 'author': 'Alice'}
2025-02-04 14:18:28.137 | INFO     | __main__:main:134 - {'message': 'I just found an app! It was weird.', 'author': 'Bob'}
2025-02-04 14:18:31.140 | INFO     | __main__:main:134 - {'message': 'I just shared a story! It was exciting.', 'author': 'Charlie'}
2025-02-04 14:18:34.143 | INFO     | __main__:main:134 - {'message': 'I just loved a meme! It was exciting.', 'author': 'Bob'}
2025-02-04 14:18:37.146 | INFO     | __main__:main:134 - {'message': 'I just found a meme! It was boring.', 'author': 'Eve'}
2025-02-04 14:18:39.269 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-02-04 14:18:39.269 | INFO     | __main__:<module>:38 - Project root: C:\Users\A2645055\source\repos\44671\buzzline-04-uma
2025-02-04 14:18:39.269 | INFO     | __main__:<module>:39 - Data folder: C:\Users\A2645055\source\repos\44671\buzzline-04-uma\data
2025-02-04 14:18:39.269 | INFO     | __main__:<module>:40 - Data file: C:\Users\A2645055\source\repos\44671\buzzline-04-uma\data\buzz_live.json
2025-02-04 14:18:39.694 | INFO     | __main__:main:155 - START consumer.
2025-02-04 14:18:40.148 | INFO     | __main__:main:134 - {'message': 'I just found a movie! It was weird.', 'author': 'Alice'}
